analysis_id,sample_id,assembly_run_id,experiment_type,pipeline_version,instrument_platform,study_id,bioproject,study_name,n_samples,centre_name,biomes
MGYA00082004,SRS976078,SRR2107182,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082005,SRS976079,SRR2107212,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082006,SRS976605,SRR2107219,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082007,SRS976078,SRR2107183,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082009,SRS976068,SRR2107178,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082010,SRS976605,SRR2107218,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082011,SRS976072,SRR2107181,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082014,SRS976079,SRR2107213,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082015,SRS976072,SRR2107180,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082016,SRS976080,SRR2107216,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082018,SRS976082,SRR2107210,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082019,SRS976606,SRR2107176,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082020,SRS976082,SRR2107211,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082021,SRS976081,SRR2107184,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082023,SRS976080,SRR2107215,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082025,SRS976081,SRR2107185,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082026,SRS976606,SRR2107177,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00082027,SRS976068,SRR2107179,metagenomic,3.0,Illumina HiSeq 1500,MGYS00001277,PRJNA288131,Shotgun sequencing on multiple activated sludge samples,12,INGEBI-CONICET,root:Engineered:Wastewater:Activated Sludge
MGYA00085622,ERS1443920,ERR1725944,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085623,ERS1426839,ERR1713392,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085624,ERS1443922,ERR1725946,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085625,ERS1426823,ERR1713376,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085626,ERS1426804,ERR1713357,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085627,ERS1426786,ERR1713339,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085628,ERS1443970,ERR1725994,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085629,ERS1426845,ERR1713398,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085630,ERS1426783,ERR1713336,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085631,ERS1426854,ERR1713407,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085632,ERS1426807,ERR1713360,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085633,ERS1443917,ERR1725941,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085634,ERS1426795,ERR1713348,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085635,ERS1426833,ERR1713386,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085636,ERS1443974,ERR1725998,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085637,ERS1443996,ERR1726020,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085638,ERS1426798,ERR1713351,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085639,ERS1443968,ERR1725992,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085640,ERS1426780,ERR1713333,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085641,ERS1444002,ERR1726026,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085642,ERS1426789,ERR1713342,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085643,ERS1443946,ERR1725970,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085644,ERS1426836,ERR1713389,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085645,ERS1426790,ERR1713343,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085646,ERS1426838,ERR1713391,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085647,ERS1426853,ERR1713406,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085648,ERS1443962,ERR1725986,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085649,ERS1426785,ERR1713338,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085650,ERS1443975,ERR1725999,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085651,ERS1426858,ERR1713411,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085652,ERS1443963,ERR1725987,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085653,ERS1426851,ERR1713404,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085654,ERS1426778,ERR1713331,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085655,ERS1426846,ERR1713399,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085656,ERS1443914,ERR1725938,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085657,ERS1443931,ERR1725955,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085658,ERS1443965,ERR1725989,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085659,ERS1426788,ERR1713341,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085660,ERS1443981,ERR1726005,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085661,ERS1443993,ERR1726017,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085662,ERS1443953,ERR1725977,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085663,ERS1443967,ERR1725991,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085664,ERS1426784,ERR1713337,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085665,ERS1426793,ERR1713346,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085666,ERS1426796,ERR1713349,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085667,ERS1426841,ERR1713394,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085668,ERS1426817,ERR1713370,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085669,ERS1443985,ERR1726009,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085670,ERS1426844,ERR1713397,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085671,ERS1443987,ERR1726011,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085672,ERS1443945,ERR1725969,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085673,ERS1426799,ERR1713352,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085674,ERS1443991,ERR1726015,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085675,ERS1443983,ERR1726007,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085676,ERS1443928,ERR1725952,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085677,ERS1426797,ERR1713350,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085678,ERS1443937,ERR1725961,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085679,ERS1426801,ERR1713354,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085680,ERS1426832,ERR1713385,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085681,ERS1426850,ERR1713403,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
MGYA00085682,ERS1426779,ERR1713332,metagenomic,3.0,Illumina HiSeq 3000,MGYS00001312,PRJEB13831,Global surveillance of infectious diseases and antimicrobial resistance from sewage,179,DTU-GE,root:Engineered:Wastewater:Water and sludge
